,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,RecordName,Download Link,SizeGB,Version,Format,License,Classification,UpdateFrequency,LifecycleStage,Description,Note,industry,keywords ,Type,P-ID,category1,category2,category3,category4,source code License,hash,error,uploaded
539,539,539,539,Arable land (% of land area),https://datahub.io/world-bank/ag.lnd.arbl.zs/r/ag_lnd_arbl_zs_zip.zip,0.0004,6/1/2018,zip,,public,,,"Arable land includes land defined by the FAO as land under temporary crops (double-cropped areas are counted once), temporary meadows for mowing or for pasture, land under market or kitchen gardens, and land temporarily fallow. Land abandoned as a result of shifting cultivation is excluded.",,Consumer Products,"land, agriculture",text,p3172,,,,,,2741777ca1ed321663071de54d75aecbe347a3d3ce9a644a936939bfdb2aa69c,,False
540,540,540,540,Alternative and nuclear energy (% of total energy use),https://datahub.io/world-bank/eg.use.comm.cl.zs/r/eg_use_comm_cl_zs_zip.zip,0.0003,6/1/2018,zip,,public,,,"Clean energy is noncarbohydrate energy that does not produce carbon dioxide when generated. It includes hydropower and nuclear, geothermal, and solar power, among others.",,Energy and Utilities,clean energy,text,p3173,,,,,,c08d033a1fd29983fd2aa5d5aacc41fe1833cd9196056f8f917d1d83666a2933,,False
541,541,541,541,"Population, female (% of total)",https://datahub.io/world-bank/sp.pop.totl.fe.zs/r/sp_pop_totl_fe_zs_zip.zip,0.0004,6/1/2018,zip,,public,,,"Female population is the percentage of the population that is female. Population is based on the de facto definition of population, which counts all residents regardless of legal status or citizenship.",,Government,"population, female",text,p3174,,,,,,ec6da7407890e09346375b2d18fbffb792d488ebb8f33275725831cc0e410eb8,,False
542,542,542,542,Domestic credit to private sector (% of GDP),https://datahub.io/world-bank/fs.ast.prvt.gd.zs/r/fs_ast_prvt_gd_zs_zip.zip,0.00035800000000000003,6/1/2018,zip,,,,,"Domestic credit to private sector refers to financial resources provided to the private sector by financial corporations, such as through loans, purchases of nonequity securities, and trade credits and other accounts receivable, that establish a claim for repayment.",,Banking,"credit, private sector",text,p3175,,,,,,82402d297555683983eea3d9784cb184b1fdeb139b0a0f427045d2a6f5b2e27b,,False
543,543,543,543,Caspase-1 deficiency effect on lipid-loaded intestines,ftp://ftp.ncbi.nlm.nih.gov/geo/datasets/GDS6nnn/GDS6176/soft/GDS6176.soft.gz,0.002,9/15/2013,zip,,public,,,"  	Analysis of the epithelial layer of intestine from Casp1-null, C57BL/6 males 2 hours after an oral lipid bolus. Caspase-1 activates the proinflammatory cytokines IL-1β and IL-18. These results, together with those from GDS4922, provide insight into the role of caspase-1 in lipid metabolism.",,Health, Mus musculus,DataSet full SOFT file,P1093,,,,,,fb96b1506373ece39bfa60c11f71214d5ddf0866b05e7e2b13fb22f0388fabc5,,False
544,544,544,544,Caspase-1 deficiency effect on lipid-loaded intestines,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE32nnn/GSE32515/soft/GSE32515_family.soft.gz,0.0115,9/15/2013,zip,,public,,,"  	Analysis of the epithelial layer of intestine from Casp1-null, C57BL/6 males 2 hours after an oral lipid bolus. Caspase-1 activates the proinflammatory cytokines IL-1β and IL-18. These results, together with those from GDS4922, provide insight into the role of caspase-1 in lipid metabolism.",,Health, Mus musculus,DataSet SOFT file,P1093,,,,,,608977063dbc587353aa4b962898fcfeef0d60e0ce14d71515522beb224a877e,,False
545,545,545,545,Caspase-1 deficiency effect on lipid-loaded intestines,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE32nnn/GSE32515/miniml/GSE32515_family.xml.tgz,0.0114,9/15/2013,zip,,public,,,"  	Analysis of the epithelial layer of intestine from Casp1-null, C57BL/6 males 2 hours after an oral lipid bolus. Caspase-1 activates the proinflammatory cytokines IL-1β and IL-18. These results, together with those from GDS4922, provide insight into the role of caspase-1 in lipid metabolism.",,Health, Mus musculus,Series family SOFT file,P1093,,,,,,96f6b28c53b594e1a2b04bc846805bc254057050fdfc09de9452ef3f6cb58f82,,False
546,546,546,546,Population density,https://datahub.io/world-bank/en.pop.dnst/r/en_pop_dnst_zip.zip,0.0005,6/1/2018,zip,,public,,,"Population density is midyear population divided by land area in square kilometers. Population is based on the de facto definition of population, which counts all residents regardless of legal status or citizenship–except for refugees not permanently settled in the country of asylum, who are generally considered part of the population of their country of origin.",,Government,"population, land",text,p3176,,,,,,662c81e9cf814a9c2be5ac9ce94ac6ce8f2f34a43591ac379894e7981fb56d61,,False
547,547,547,547,Caspase-1 deficiency effect on lipid-loaded intestines,ftp://ftp.ncbi.nlm.nih.gov/geo/datasets/GDS6nnn/GDS6100/soft/GDS6100_full.soft.gz,0.0093,4/21/2015,zip,,public,,,"  	Analysis of the epithelial layer of intestine from Casp1-null, C57BL/6 males 2 hours after an oral lipid bolus. Caspase-1 activates the proinflammatory cytokines IL-1β and IL-18. These results, together with those from GDS4922, provide insight into the role of caspase-1 in lipid metabolism.",,Health,"homo sapiens, organism, alcohol effect",DataSet full SOFT file,P1094,,,,,,ea71989c90425f4633c178d28467890e431ebce32ea254affc2e0742052c9551,,False
548,548,548,548,Caspase-1 deficiency effect on lipid-loaded intestines,ftp://ftp.ncbi.nlm.nih.gov/geo/datasets/GDS6nnn/GDS6100/soft/GDS6100.soft.gz,0.002,4/21/2015,zip,,public,,,"  	Analysis of the epithelial layer of intestine from Casp1-null, C57BL/6 males 2 hours after an oral lipid bolus. Caspase-1 activates the proinflammatory cytokines IL-1β and IL-18. These results, together with those from GDS4922, provide insight into the role of caspase-1 in lipid metabolism.",,Health,"homo sapiens, organism, alcohol effect",DataSet SOFT file,P1094,,,,,,bc1c940c59c794d84d2e4532d4514cd9404418aa0029b920c2b3bc90f92a32de,,False
549,549,549,549,Caspase-1 deficiency effect on lipid-loaded intestines,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE57nnn/GSE57820/soft/GSE57820_family.soft.gz,0.021,4/21/2015,zip,,public,,,"  	Analysis of the epithelial layer of intestine from Casp1-null, C57BL/6 males 2 hours after an oral lipid bolus. Caspase-1 activates the proinflammatory cytokines IL-1β and IL-18. These results, together with those from GDS4922, provide insight into the role of caspase-1 in lipid metabolism.",,Health,"homo sapiens, organism, alcohol effect",Series family SOFT file,P1094,,,,,,bf5a8a29903d701fd75517f8f2a60ca518e5f375b986f341f3b7dcb44adecf1f,,False
550,550,550,550,Caspase-1 deficiency effect on lipid-loaded intestines,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE57nnn/GSE57820/miniml/GSE57820_family.xml.tgz,0.021,4/21/2015,zip,,public,,,"  	Analysis of the epithelial layer of intestine from Casp1-null, C57BL/6 males 2 hours after an oral lipid bolus. Caspase-1 activates the proinflammatory cytokines IL-1β and IL-18. These results, together with those from GDS4922, provide insight into the role of caspase-1 in lipid metabolism.",,Health,"homo sapiens, organism, alcohol effect",Series family MINiML file,P1094,,,,,,a5ba25c81a3fbb680d98304a7437bec055e96f2e05d7e5426455401ac4768266,,False
551,551,551,551,Caspase-1 deficiency effect on lipid-loaded intestines,ftp://ftp.ncbi.nlm.nih.gov/geo/platforms/GPL10nnn/GPL10558/annot/GPL10558.annot.gz,0.0071,4/21/2015,zip,,public,,,"  	Analysis of the epithelial layer of intestine from Casp1-null, C57BL/6 males 2 hours after an oral lipid bolus. Caspase-1 activates the proinflammatory cytokines IL-1β and IL-18. These results, together with those from GDS4922, provide insight into the role of caspase-1 in lipid metabolism.",,Health,"homo sapiens, organism, alcohol effect",Annotation SOFT file,P1094,,,,,,375ab54ebbd3a2ace9ec3c635e1044e428187c2c4a8f103ddbc004b928d125a7,,False
552,552,552,552,"Employment in agriculture, female",https://datahub.io/world-bank/sl.agr.empl.fe.zs/r/sl_agr_empl_fe_zs_zip.zip,0.0002,6/1/2018,zip,,public,,,"Employment is defined as persons of working age who were engaged in any activity to produce goods or provide services for pay or profit, whether at work during the reference period or not at work due to temporary absence from a job, or to working-time arrangement.",,Government,"agriculture, employment",text,p3178,,,,,,d6bbc58013394759236c033115ad559f3b65359b9bd1fd03f658c85fd886c086,,False
553,553,553,553,Prevalence of anemia among children,https://datahub.io/world-bank/sh.anm.chld.zs/r/sh_anm_chld_zs_zip.zip,0.000127,6/1/2018,zip,,,,,"Prevalence of anemia, children under age 5, is the percentage of children under age 5 whose hemoglobin level is less than 110 grams per liter at sea level.",,Health,"anemia, children",text,p3179,,,,,,08445b6329f6ac2ef5c64cdaa8d15cc94c1d959df0c58cbe24dc3a9f5826a826,,False
554,554,554,554,Renewable electricity output,https://datahub.io/world-bank/eg.elc.rnew.zs/r/eg_elc_rnew_zs_zip.zip,0.000204,6/1/2018,zip,,public,,,Renewable electricity is the share of electrity generated by renewable power plants in total electricity generated by all types of plants.,,Energy and Utilities,"energy, electricity, renewable energy",text,p3180,,,,,,66265c22e7662fb8d108fab1ade10a25f33b1fb6e0bba550b3c9b124915055ac,,False
555,555,555,555,"	
Chronic lymphocytic leukemia cells response to the neutralization of inhibitor of apoptosis proteins",ftp://ftp.ncbi.nlm.nih.gov/geo/datasets/GDS6nnn/GDS6083/soft/GDS6083_full.soft.gz,0.011,3/31/2015,zip,,public,,,"Analysis of chronic lymphocytic leukemia (CLL) cells treated with BV6, a Smac mimetic. CLL is characterized by B-lymphocyte accumulation, which is attributed to defective cell death. Inhibitor of apoptosis (IAP) proteins are highly expressed in CLL cells. Smac binds to and inhibits IAP proteins.",,,"homo sapiens, organism, alcohol effect",DataSet full SOFT file,P1095,,,,,,5f368d284341bcf1ec399cdb1f18220a9873f702bd32037ff4b74787bb111eed,,False
556,556,556,556,"	
Chronic lymphocytic leukemia cells response to the neutralization of inhibitor of apoptosis proteins",ftp://ftp.ncbi.nlm.nih.gov/geo/datasets/GDS6nnn/GDS6083/soft/GDS6083.soft.gz,0.0025,3/31/2015,zip,,public,,,"Analysis of chronic lymphocytic leukemia (CLL) cells treated with BV6, a Smac mimetic. CLL is characterized by B-lymphocyte accumulation, which is attributed to defective cell death. Inhibitor of apoptosis (IAP) proteins are highly expressed in CLL cells. Smac binds to and inhibits IAP proteins.",,,"homo sapiens, organism, alcohol effect",DataSet SOFT file,P1095,,,,,,15911b25f913fcf52cb443ce3fe41691c7d15c903697c622979871c414a6a416,,False
557,557,557,557,"	
Chronic lymphocytic leukemia cells response to the neutralization of inhibitor of apoptosis proteins",ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE62nnn/GSE62533/soft/GSE62533_family.soft.gz,0.016,3/31/2015,zip,,public,,,"Analysis of chronic lymphocytic leukemia (CLL) cells treated with BV6, a Smac mimetic. CLL is characterized by B-lymphocyte accumulation, which is attributed to defective cell death. Inhibitor of apoptosis (IAP) proteins are highly expressed in CLL cells. Smac binds to and inhibits IAP proteins.",,,"homo sapiens, organism, alcohol effect",Series family SOFT file,P1095,,,,,,d3b249b68eaa6279dd51b62c480d32b5ce6b70a4057e710221eaa382a84f8490,,False
558,558,558,558,"	
Chronic lymphocytic leukemia cells response to the neutralization of inhibitor of apoptosis proteins",ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE62nnn/GSE62533/miniml/GSE62533_family.xml.tgz,0.016,3/31/2015,zip,,public,,,"Analysis of chronic lymphocytic leukemia (CLL) cells treated with BV6, a Smac mimetic. CLL is characterized by B-lymphocyte accumulation, which is attributed to defective cell death. Inhibitor of apoptosis (IAP) proteins are highly expressed in CLL cells. Smac binds to and inhibits IAP proteins.",,,"homo sapiens, organism, alcohol effect",Series family MINiML file,P1095,,,,,,a1e3a7270624d780ece39c25fd0623aea10d5becb79f982f5a57bfd762e8bace,,False
559,559,559,559,Urban Population,https://datahub.io/world-bank/sp.urb.totl.in.zs/r/sp_urb_totl_in_zs_zip.zip,0.00032900000000000003,6/1/2018,zip,,public,,,Urban population refers to people living in urban areas as defined by national statistical offices. The data are collected and smoothed by United Nations Population Division.,,Government,"population, urban",text,p3181,,,,,,8f5c63d7bb097b4e87c3d6452f3cfd09bb3a7b19b52848139780ae085df2b0de,,False
560,560,560,560,"Mortality rate, infant",https://datahub.io/world-bank/sp.dyn.imrt.in/r/sp_dyn_imrt_in_zip.zip,0.000195,6/1/2018,zip,,public,,,"Infant mortality rate is the number of infants dying before reaching one year of age, per 1,000 live births in a given year.",,Health,"mortality, infant",text,p3182,,,,,,47c733763215fbba0323c439b42c70e968a288da6bcce044cf72464e19cc280c,,False
561,561,561,561,Comic Characters,https://datahub.io/five-thirty-eight/comic-characters/r/comic-characters_zip.zip,0.002,6/1/2018,zip,,public,,,"This folder contains data behind the story Comic Books Are Still Made By Men, For Men And About Men. The data comes from Marvel Wikia and DC Wikia.",,Media and Entertainment,,text,p3183,,,,,,1d9050035ff2511fdbb2112ca6389fdbdc3b4f49ca2cd89818ebc9ebf8e76120,,False
562,562,562,562,Sendai virus infection effect on monocytic cell line: dose response,ftp://ftp.ncbi.nlm.nih.gov/geo/datasets/GDS6nnn/GDS6082/soft/GDS6082_full.soft.gz,0.0084,3/25/2015,zip,,public,,,Analysis of U937 monocytic cells infected at multiplicities of infection of 0.0002 and 0.02 with the Sendai virus. Results provide insight into the differences between the innate immune response of cells infected with a low and high concentration of virus.,,,"homo sapiens, organism, alcohol effect",DataSet full SOFT file,P1096,,,,,,f494c1621dd12e6ee33362ef3479b961013ad0f59a63380cae28f9e504d594a9,,False
563,563,563,563,Sendai virus infection effect on monocytic cell line: dose response,ftp://ftp.ncbi.nlm.nih.gov/geo/datasets/GDS6nnn/GDS6082/soft/GDS6082.soft.gz,0.0014,3/25/2015,zip,,public,,,Analysis of U937 monocytic cells infected at multiplicities of infection of 0.0002 and 0.02 with the Sendai virus. Results provide insight into the differences between the innate immune response of cells infected with a low and high concentration of virus.,,,"homo sapiens, organism, alcohol effect",DataSet SOFT file,P1096,,,,,,9b379a617fe41b4477fa9bdbf2018070269df1b4e2882b10c05c5010d0c47d6f,,False
564,564,564,564,Sendai virus infection effect on monocytic cell line: dose response,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE67nnn/GSE67198/soft/GSE67198_family.soft.gz,0.0014,3/25/2015,zip,,public,,,Analysis of U937 monocytic cells infected at multiplicities of infection of 0.0002 and 0.02 with the Sendai virus. Results provide insight into the differences between the innate immune response of cells infected with a low and high concentration of virus.,,,"homo sapiens, organism, alcohol effect",Series family SOFT file,P1096,,,,,,3eb8d7dbc113c58885b00d2952e12c04acda68813b1fb9e3c3e5c718b55fd435,,False
565,565,565,565,Sendai virus infection effect on monocytic cell line: dose response,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE67nnn/GSE67198/miniml/GSE67198_family.xml.tgz,0.0175,3/25/2015,zip,,public,,,Analysis of U937 monocytic cells infected at multiplicities of infection of 0.0002 and 0.02 with the Sendai virus. Results provide insight into the differences between the innate immune response of cells infected with a low and high concentration of virus.,,,"homo sapiens, organism, alcohol effect",Series family MINiML file,P1096,,,,,,5f237822f6c207fe149c12a6149317af3eb7a2ba2f5f7401c39ffa041b031032,,False
566,566,566,566,Congress Age,https://datahub.io/five-thirty-eight/congress-age/r/congress-age_zip.zip,0.001,6/1/2018,zip,,public,,,This folder contains the data behind the story Both Republicans And Democrats Have an Age Problem congress-terms.csv has an entry for every member of congress who served at any point during a particular congress between January 1947 and Februrary 2014.,,Government,"congress, whitehouse",text,p3184,,,,,,e3609d12787caa651a559b3cb044582824bb8b56996f8adde6bd7b8b892c7c92,,False
567,567,567,567,Mayweather Mcgregor,https://datahub.io/five-thirty-eight/mayweather-mcgregor/r/mayweather-mcgregor_zip.zip,0.002,6/1/2018,zip,,public,,,"This folder contains 12,118 tweets that contain one or more emojis and match one or more of the following hashtags: #MayMac, #MayweatherMcGregor, #MayweatherVMcGregor, #MayweatherVsMcGregor, #McGregor and #Mayweather.",,Media and Entertainment,"fight, mayweather",text,p3185,,,,,,0902dea1a8e57072dea92b5c527a9c88dd3534bf0ae9b5e0c57555c2786221ab,,False
568,568,568,568,Soccer Spi,https://datahub.io/five-thirty-eight/soccer-spi/r/soccer-spi_zip.zip,0.001,6/1/2018,zip,,public,,,This file contains links to the data behind our Club Soccer Predictions and Global Club Soccer Rankings.,,Media and Entertainment,"sports, soccer",text,p3186,,,,,,8d78f751b18460b2b3bd154835cdd804c0d3c6e55c95f7cb4edde7b539b17e18,,False
569,569,569,569,Arthritic tarsal joints induced by collagen: time course,ftp://ftp.ncbi.nlm.nih.gov/geo/datasets/GDS6nnn/GDS6064/soft/GDS6064_full.soft.gz,0.0092,3/1/2015,zip,,public,,,Analysis of tarsal joints for up to 4 weeks following treatment with collagen to induce arthritis. Collagen induced arthritis is a model for rheumatoid arthritis. Results provide insight into the molecular events underlying the inflammation and bone remodeling that occurs in inflammatory arthritis.,,,"homo sapiens, organism, alcohol effect",DataSet full SOFT file,P1096,,,,,,4c44bad503e3dd90801dfc9b2785457ff1aeca250a0b71f4cb2c046f5a84c8e4,,False
570,570,570,570,Arthritic tarsal joints induced by collagen: time course,ftp://ftp.ncbi.nlm.nih.gov/geo/datasets/GDS6nnn/GDS6064/soft/GDS6064.soft.gz,0.002,3/1/2015,zip,,public,,,Analysis of tarsal joints for up to 4 weeks following treatment with collagen to induce arthritis. Collagen induced arthritis is a model for rheumatoid arthritis. Results provide insight into the molecular events underlying the inflammation and bone remodeling that occurs in inflammatory arthritis.,,,"homo sapiens, organism, alcohol effect",DataSet SOFT file,P1096,,,,,,d303db983eb930a876a7f595d29742ad713261a338d4fbc73359bf526367cebd,,False
571,571,571,571,Arthritic tarsal joints induced by collagen: time course,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE61nnn/GSE61140/soft/GSE61140_family.soft.gz,0.0138,3/1/2015,zip,,public,,,Analysis of tarsal joints for up to 4 weeks following treatment with collagen to induce arthritis. Collagen induced arthritis is a model for rheumatoid arthritis. Results provide insight into the molecular events underlying the inflammation and bone remodeling that occurs in inflammatory arthritis.,,,"homo sapiens, organism, alcohol effect",Series family SOFT file,P1096,,,,,,22a7f78ac5f5345c1975620fc5997abb7942514d40006386efb9a8f8145c43cf,,False
572,572,572,572,Arthritic tarsal joints induced by collagen: time course,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE61nnn/GSE61140/miniml/GSE61140_family.xml.tgz,0.0137,3/1/2015,zip,,public,,,Analysis of tarsal joints for up to 4 weeks following treatment with collagen to induce arthritis. Collagen induced arthritis is a model for rheumatoid arthritis. Results provide insight into the molecular events underlying the inflammation and bone remodeling that occurs in inflammatory arthritis.,,,"homo sapiens, organism, alcohol effect",Series family MINiML file,P1096,,,,,,9e1685c85e81547d94cd8856736dff7d979fe41aec7b6708dc64f9f3ae039a13,,False
573,573,573,573,Arthritic tarsal joints induced by collagen: time course,ftp://ftp.ncbi.nlm.nih.gov/geo/platforms/GPL6nnn/GPL6246/annot/GPL6246.annot.gz,0.0137,3/1/2015,zip,,public,,,Analysis of tarsal joints for up to 4 weeks following treatment with collagen to induce arthritis. Collagen induced arthritis is a model for rheumatoid arthritis. Results provide insight into the molecular events underlying the inflammation and bone remodeling that occurs in inflammatory arthritis.,,,"homo sapiens, organism, alcohol effect",Annotation SOFT file,P1096,,,,,,30a6d6788933341886677b7570293eb2b1ffacc07034d0b90008e55621f32e29,,False
574,574,574,574,Real Estate Across The United States Building Inventory,https://datahub.io/JohnSnowLabs/real-estate-across-the-united-states-building-inventory/r/datapackage_zip.zip,0.001,1/1/2018,zip,,public,,,Real estate inventory (United States). ,,Consumer Products,"real estate, housing",text,p3187,Real Estate,,,,,71463d12d7eedf2321d7d2784db7432cd09f6dc4f716dfac798c157f768a1562,,False
575,575,575,575,Employee Salaries Montgomery County MD 2014,https://datahub.io/JohnSnowLabs/employee-salaries-montgomery-county-md-2014/r/datapackage_zip.zip,0.001,1/1/2018,zip,,public,,,Employee salaries in Montgomery county. ,,Government,salary,text,p3188,,,,,,ceaab2f68e5e3bfa55aa1152cbdb9a5245abb91fc020efe273af8839a2958e46,,False
576,576,576,576,State of the City Corpus,https://datahub.io/etachov/state-of-the-city/r/datapackage_zip.zip,0.001,1/1/2018,zip,,public,,,A corpus of State of the City speeches made by mayors across America. Right now I'm focusing three years of speeches from the fifteen largest cities and am tracking my progress here.,,Government,"speeches, mayor",text,p3189,,,,,,c31b7fe5e7c943c845436aafd93a6327198e378e38d96f33a475821d5f577b86,,False
577,577,577,577,Estimates Emissions of CO2,https://datahub.io/JohnSnowLabs/estimates-emissions-of-co2-at-country-and-global-level-starting-1751/r/estimates-emissions-of-co2-at-country-and-global-level-starting-1751_zip.zip,0.001,1/1/2018,zip,,public,,,Estimates of CO2 emissions at at country and global level (starting in 1751).,,Government,emissions,text,p3190,,,,,,53e1f7c29b87bd269facd21f790e45c3a9c7f6da408bcb3d0a115a5af9f8692a,,False
578,578,578,578,GDP by Industry and Country,https://datahub.io/JohnSnowLabs/gdp-by-industry-and-country/r/gdp-by-industry-and-country_zip.zip,0.003,1/1/2018,zip,,public,,,"GDP by industry and country - includes information about currency, indicator, and yearly estimates.",,Government,GDP,text,p3191,,,,,,9cfa127d1db9af3561ccfc3dc855f99157c93170cb867d5a210096af4f93865f,,False
579,579,579,579,Iswc2018 dataset,https://datahub.io/sunzequn/iswc2018-dataset/r/iswc2018-dataset_zip.zip,2.0,5/1/2018,zip,Apache License 2.0,public,,,"Datasets for Embedding-based Entity Alignment We considered the following four aspects to build our datasets: source KG, dataset language, entity size and difference of degree distributions between the extracted datasets and original KGs.",,Electronics,embedding,text,p3192,,,,,,83d84590fe13aac06b6a267b0b125a7a3d698227d6a772b23e2776fe0c789027,,False
580,580,580,580,"Charges for the use of intellectual property, receipts",https://datahub.io/test/bx.gsr.royl.cd/r/bx_gsr_royl_cd_zip.zip,0.000196,6/1/2018,zip,CC-BY-4.0,public,,,"Charges for the use of intellectual property are payments and receipts between residents and nonresidents for the authorized use of proprietary rights (such as patents, trademarks, copyrights, industrial processes and designs including trade secrets, and franchises) and for the use, through licensing agreements, of produced originals or prototypes (such as copyrights on books and manuscripts, computer software, cinematographic works, and sound recordings) and related rights (such as for live performances and television, cable, or satellite broadcast). Data are in current U.S. dollars.",,Consumer Products,"trade, property",text,p3193,,,,,,4017c523676504bf8ce8a2d57ab655317849547522805ec30c83a4f0fc4f7384,,False
581,581,581,581,"Life expectancy at birth, male (years)",https://datahub.io/world-bank/sp.dyn.le00.ma.in/r/sp_dyn_le00_ma_in_zip.zip,0.0003,6/1/2018,zip,CC-BY-4.0,public,,,Life expectancy at birth indicates the number of years a newborn infant would live if prevailing patterns of mortality at the time of its birth were to stay the same throughout its life.,,Health,"life expectancy, male",text,p3194,,,,,,20c768bfdb582d8993ebcbc8f10ca9d8430896f31da094595cfd99a6aa15aedc,,False
582,582,582,582,	Influenza A effect on plasmacytoid dendritic cells,ftp://ftp.ncbi.nlm.nih.gov/geo/datasets/GDS6nnn/GDS6063/soft/GDS6063_full.soft.gz,0.0091,2/1/2016,zip,,public,,,"Analysis of primary plasmacytoid dendritic cells (pDC) exposed to influenza A for 8 hours ex vivo. pDCs are vital to antiviral defense, directing immune responses via secretion of interferon-alpha. Results provide insight into the regulation of the response of pDC to viral pathogens.",,,"homo sapiens, organism, alcohol effect",DataSet full SOFT file,P1097,,,,,,03e5cd3193404a8dae90aa41b598d155e87a03331f7c0f44105982ac0cda10c8,,False
583,583,583,583,	Influenza A effect on plasmacytoid dendritic cells,ftp://ftp.ncbi.nlm.nih.gov/geo/datasets/GDS6nnn/GDS6063/soft/GDS6063.soft.gz,0.0019,2/1/2016,zip,,public,,,"Analysis of primary plasmacytoid dendritic cells (pDC) exposed to influenza A for 8 hours ex vivo. pDCs are vital to antiviral defense, directing immune responses via secretion of interferon-alpha. Results provide insight into the regulation of the response of pDC to viral pathogens.",,,"homo sapiens, organism, alcohol effect",DataSet SOFT file,P1097,,,,,,2524d27fbeb35ec9c08dd6f0fc6960de085c2e4166bf0feb247dc03ef5d335a2,,False
584,584,584,584,	Influenza A effect on plasmacytoid dendritic cells,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE68nnn/GSE68849/soft/GSE68849_family.soft.gz,0.021,2/1/2016,zip,,public,,,"Analysis of primary plasmacytoid dendritic cells (pDC) exposed to influenza A for 8 hours ex vivo. pDCs are vital to antiviral defense, directing immune responses via secretion of interferon-alpha. Results provide insight into the regulation of the response of pDC to viral pathogens.",,,"homo sapiens, organism, alcohol effect",Series family SOFT file,P1097,,,,,,f0f331f822b7979a1deceb4cb6b06785e53e39fc8d0f9ac194351fff79d2e2e5,,False
585,585,585,585,	Influenza A effect on plasmacytoid dendritic cells,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE68nnn/GSE68849/miniml/GSE68849_family.xml.tgz,0.00216,2/1/2016,zip,,public,,,"Analysis of primary plasmacytoid dendritic cells (pDC) exposed to influenza A for 8 hours ex vivo. pDCs are vital to antiviral defense, directing immune responses via secretion of interferon-alpha. Results provide insight into the regulation of the response of pDC to viral pathogens.",,,"homo sapiens, organism, alcohol effect",Series family MINiML file,P1097,,,,,,79ecd0933f6bed4baf62b264a30a013a6eb8f07fcbcc3c2ac37ee764410f6782,,False
586,586,586,586,"Primary completion rate, total (% of relevant age group)",https://datahub.io/world-bank/se.prm.cmpt.zs/r/se_prm_cmpt_zs_zip.zip,0.00023,6/1/2018,zip,CC-BY-4.0,public,,,"Primary completion rate, or gross intake ratio to the last grade of primary education, is the number of new entrants (enrollments minus repeaters) in the last grade of primary education, regardless of age, divided by the population at the entrance age for the last grade of primary education. ",,Education,"completion, education, rate",text,p3195,,,,,,8f3b8102dcf03586c694251cbd4ee267883c07860be63625bf35ee4431b1b26a,,False
587,587,587,587,"Total debt service (% of exports of goods, services and primary income)",https://datahub.io/world-bank/dt.tds.dect.ex.zs/r/dt_tds_dect_ex_zs_zip.zip,0.00017,6/1/2018,zip,CC-BY-4.0,public,,,"Total debt service to exports of goods, services and primary income. Total debt service is the sum of principal repayments and interest actually paid in currency, goods, or services on long-term debt, interest paid on short-term debt, and repayments (repurchases and charges) to the IMF.",,Banking,debt,text,p3196,,,,,,a1fe09f3ecc285a774b3756310f0813f3adb01fa95e6504a1909cd4bec8badb2,,False
588,588,588,588,"Gross intake ratio in first grade of primary education, female",https://datahub.io/world-bank/se.prm.gint.fe.zs/r/se_prm_gint_fe_zs_zip.zip,0.000218,6/1/2018,zip,CC-BY-4.0,public,,,"Gross intake ratio in first grade of primary education is the number of new entrants in the first grade of primary education regardless of age, expressed as a percentage of the population of the official primary entrance age.",,Education,primary,text,p3196,Primary,,,,,79384821d2e102674e2c747d81e3ba774dd2f20c2064de74dfd3787e13b4f411,,False
589,589,589,589,"Life expectancy at birth, female (years)",https://datahub.io/world-bank/sp.dyn.le00.fe.in/r/sp_dyn_le00_fe_in_zip.zip,0.0003,6/1/2018,zip,CC-BY-4.0,public,,,Life expectancy at birth indicates the number of years a newborn infant would live if prevailing patterns of mortality at the time of its birth were to stay the same throughout its life.,,Health,"life expectancy, female",text,p3197,,,,,,1a805561dde378dbd5d9a79fe4859015805ba3da729c1fc1a75d280c953a2067,,False
590,590,590,590,High-technology exports (current US$),https://datahub.io/world-bank/tx.val.tech.cd/r/tx_val_tech_cd_zip.zip,0.00012,6/1/2018,zip,CC-BY-4.0,public,,,"High-technology exports are products with high R&D intensity, such as in aerospace, computers, pharmaceuticals, scientific instruments, and electrical machinery. Data are in current U.S. dollars.",,Consumer Products,"exports, technology",text,p3198,,,,,,590d26b0366a7303128120e27e3a2dc00f283fd85865fbefbe172867292dc1f9,,False
